"Schema","Schema.URL","Schema.ERD.URL","Table","Table.URL","Column.name","Data.type","Default.value","Value.constraint","Default.constraint","Identity","Nullable","Description"
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","issuer_name","nvarchar(255)",,,,"false","true","Name of the issuer of this badge."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","issuer_url","varchar(100)",,,,"false","true","The url or website of the issuer of this badge"
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","issuer_organization","nvarchar(500)",,,,"false","true","Organization for the issuer of this badge."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","issuer_contact_email","varchar(100)",,,,"false","true","The email address of the issuer of this badge"
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","content_pk1","id",,,,"false","false","This is the foreign key for the content table."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","recipient_email","varchar(100)",,,,"false","false","The email address of the recipient of this badge"
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","salt","nvarchar(255)",,,,"false","false","This the encryption salt. Not sure we should be keeping this in the database."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","issue_date","datetime",,,,"false","true","This is the date this badge was issued."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","expire_date","datetime",,,,"false","true","This is the date this badge expires."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","version","varchar(50)",,,,"false","true","Version of Mozilla Open Badge"
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","badge_name","nvarchar(255)",,,,"false","true","This is the badge's name."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","badge_image_location","nvarchar(255)",,,,"false","true","Path to badge image."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","badge_description","nvarchar(1000)",,,,"false","true","Description of this badge."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","badge_criteria","nvarchar(1000)",,,,"false","true","Criteria of this badge. May be a full paragraph of text."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","pk1","id",,,,"true","false","This is the primary key for the table."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","uuid","nvarchar(255)",,,,"false","false","Universally unique identifier."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_badges","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_badges.html","users_pk1","id",,,,"false","false","This is the foreign key for the users table."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","pk1","id","",,,"true","false","This is the primary key for the table."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","content_pk1","id","",,,"false","false","This is the foreign key for the content table."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","users_pk1","id","",,,"false","false","This is the foreign key for the users table."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","announcement_type","int","",,,"false","false","The type of announcement this row refers to."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","announced","char(1)","'N'",,,"false","false","This is a boolean flag indication if this achievement has been announced by the specified type. default value=N."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","announced_datetime","datetime","",,,"false","true","This is the date and time this achievement was notified by the given type."
"achievements_b2","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-achievements_b2.html",,"ach_notification","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/achievements_b2/ach_notification.html","reward_expiration_date","datetime","",,,"false","true","This is the date that the reward associated with the achievement will expire for given user."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","end_date","datetime","","",,"false","true","The time when the action ended."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","min_score","float","","",,"false","true","The minimum score to match this criterion."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","max_score","float","","",,"false","true","The maximum score to match this criterion."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","negate_ind","char(1)","'N'","avl_crit_negate_ind_enum
                   N
                                  
                   Y",,"false","false","Negate the result of this criteria result; return 'N' if it passes and 'Y' if it fails."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","crit_type","varchar(32)","","avl_crit_cnstrt1
                   ACL
                                  
                   CONTENT_REVIEWED
                                  
                   DATE_RANGE
                                  
                   GRADE_RANGE
                                  
                   GRADE_COMPLETED
                                  
                   GRADE_RANGE_PERCENT",,"false","false","This crit_type column represents the type of criterion for this availability criterion entity."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","avl_rule_pk1","id","","",,"false","true","The avl_rule_pk1 column references the availability rule for this criterion."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","reviewed_content_pk1","id","","",,"false","true","The reviewed content associated with this criterion."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","pk1","id","","",,"true","false","This is the surrogate primary key for the table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","start_date","datetime","","",,"false","true","The time when the action happened."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit.html","gradebook_main_pk1","id","","",,"false","true","The grade book entity associated with this criterion."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_group","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_group.html","groups_pk1","id",,,,"false","false","This is the foreign key referencing group table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_group","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_group.html","avl_crit_pk1","id",,,,"false","false","This is the foreign key referencing avl_crit table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_group","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_group.html","pk1","id",,,,"true","false","This is the surrogate primary key for the table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_portal_role","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_portal_role.html","pk1","id",,,,"true","false","This is the surrogate primary key for the table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_portal_role","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_portal_role.html","portal_role_pk1","id",,,,"false","false","This is the foreign key referencing institution_roles table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_portal_role","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_portal_role.html","avl_crit_pk1","id",,,,"false","false","This is the foreign key referencing avl_crit table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_user.html","pk1","id",,,,"true","false","This is the surrogate primary key for the table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_user.html","avl_crit_pk1","id",,,,"false","false","This is the foreign key referencing avl_crit table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_crit_acl_user","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_crit_acl_user.html","users_pk1","id",,,,"false","false","This is the foreign key referencing users table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_rule","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_rule.html","rule_type","char(1)","'U'","avl_rule_type_enum
                   U
                                  
                   S",,"false","false","This is the type of the avl_rule. U=User, S=System"
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_rule","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_rule.html","course_contents_pk1","id","","",,"false","true","This is the foreign key referencing course_contents table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_rule","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_rule.html","pk1","id","","",,"true","false","This is the surrogate primary key for the table."
"adaptive_release","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-adaptive_release.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/adaptive_release.png","avl_rule","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/adaptive_release/avl_rule.html","title","nvarchar(100)","","",,"false","true","This is avl_rule title."
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_config_registry","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_config_registry.html","hostname","varchar(255)",,,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_config_registry","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_config_registry.html","pk1","id",,,,"true","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_config_registry","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_config_registry.html","bb_config_props","ntext",,,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","stat_db_host","varchar(255)","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","min_conn_pool_size","int","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","modified_date","datetime","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","stat_enabled_ind","char(1)","'N'",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","max_conn_pool_size","int","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","stat_db_pass","nvarchar(20)","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","stat_db_port","int","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","db_type","varchar(20)","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","name","nvarchar(255)","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","created_date","datetime","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","pk1","id","",,,"true","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","db_pass","nvarchar(20)","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","db_instance","varchar(63)","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","description","nvarchar(2000)","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","online_ind","char(1)","'Y'",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","db_port","int","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","db_user","nvarchar(63)","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","db_host","varchar(255)","",,,"false","true",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance.html","bbuid","varchar(65)","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance_host","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance_host.html","bb_instance_pk1","id","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance_host","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance_host.html","hostname","varchar(255)","",,,"false","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance_host","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance_host.html","pk1","id","",,,"true","false",
"admin","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/schema-admin.html","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/images/admin.png","bb_instance_host","http://library.blackboard.com/ref/4c77996d-4fdd-451f-afc6-7f7884f3726d/tables/admin/bb_instance_host.html","default_ind","char(1)","'N'",,,"false","true",
